eta3,n,i,j,z_rest_int,trial_id,kappa_true,kappa_hat,a_true,b_true,cos_a_hat,sin_a_hat,cos_b_hat,sin_b_hat,amp_a,amp_b
0.2,7,0,1,9,5,1.029236884,1.057837848,1.514618442,0.485381558,0.01171875,0.998046875,0.876953125,0.48046875,0.998115672,0.9999485
0.2,7,0,1,10,5,0.970763116,0.960676878,0.485381558,-0.485381558,0.875976563,0.470703125,0.887695313,-0.448242188,0.994432687,0.994446593
0.2,7,0,1,11,5,0.824336646,0.881146918,0.412168323,-0.412168323,0.913085938,0.450195313,0.913085938,-0.411132813,1.018038186,1.001377111
0.2,7,0,1,12,5,1.175663354,1.153733084,1.587831677,0.412168323,-0.014648438,0.999023438,0.907226563,0.41796875,0.999130825,0.998878327
0.2,7,0,1,13,5,1.029236884,1.001131752,1.514618442,0.485381558,0.041015625,0.999023438,0.87109375,0.508789063,0.999865046,1.008796625
0.2,7,0,1,14,5,0.970763116,0.988710487,0.485381558,-0.485381558,0.892578125,0.495117188,0.873046875,-0.45703125,1.020704041,0.985438181
0.2,7,0,1,15,5,0.824336646,0.836043386,0.412168323,-0.412168323,0.908203125,0.423828125,0.927734375,-0.391601563,1.002229113,1.006996949
0.2,7,0,1,16,5,1.175663354,1.219475234,0.587831677,-0.587831677,0.830078125,0.56640625,0.8359375,-0.59765625,1.004910809,1.027611063
0.2,7,0,1,17,5,1.029236884,1.058777667,0.514618442,-0.514618442,0.859375,0.525390625,0.87109375,-0.487304688,1.007254039,0.998133348
0.2,7,0,1,18,5,0.970763116,0.975462382,-0.514618442,-1.485381558,0.884765625,-0.479492188,0.098632813,-0.99609375,1.006341378,1.00096513
0.2,7,0,1,19,5,0.824336646,0.833518218,-0.587831677,-1.412168323,0.833984375,-0.54296875,0.159179688,-0.985351563,0.995160792,0.998126182
0.2,7,0,1,20,5,1.175663354,1.123635626,0.587831677,-0.587831677,0.836914063,0.540039063,0.870117188,-0.534179688,0.996025771,1.021005318
0.2,7,0,1,21,5,1.029236884,1.025635832,0.514618442,-0.514618442,0.881835938,0.524414063,0.862304688,-0.458984375,1.025984761,0.976850055
0.2,7,0,1,22,5,0.970763116,0.975786271,-0.514618442,-1.485381558,0.87890625,-0.483398438,0.091796875,-0.993164063,1.003070409,0.997397374
0.2,7,0,1,23,5,0.824336646,0.800526695,-0.587831677,-1.412168323,0.841796875,-0.581054688,0.165039063,-0.984375,1.02286193,0.998114238
0.2,7,0,1,24,5,1.175663354,1.202326074,0.587831677,-0.587831677,0.817382813,0.5703125,0.833007813,-0.561523438,0.996679994,1.004594737
0.2,7,0,1,25,5,1.029236884,1.032045928,0.514618442,-0.514618442,0.869140625,0.495117188,0.879882813,-0.497070313,1.00027319,1.010580358
0.2,7,0,1,26,5,0.970763116,0.980062054,-0.514618442,-1.485381558,0.87890625,-0.493164063,0.079101563,-0.994140625,1.007812973,0.997282628
0.2,7,0,1,27,5,0.824336646,0.819438811,-0.587831677,-1.412168323,0.849609375,-0.55078125,0.17578125,-0.987304688,1.012519667,1.00283079
0.2,7,0,1,28,5,1.175663354,1.148476019,0.587831677,-0.587831677,0.859375,0.555664063,0.825195313,-0.534179688,1.023370872,0.983003175
0.2,7,0,1,29,5,1.029236884,1.056395012,0.514618442,-0.514618442,0.864257813,0.499023438,0.866210938,-0.510742188,0.997980941,1.005573951
0.2,7,0,1,30,5,0.970763116,0.943163835,-0.514618442,-1.485381558,0.856445313,-0.505859375,0.09375,-0.993164063,0.994682,0.997579028
0.2,7,0,1,31,5,0.824336646,0.82078215,-0.587831677,-1.412168323,0.845703125,-0.545898438,0.176757813,-0.989257813,1.006587741,1.004925044
0.2,7,2,3,0,5,1,0.994000623,1.05122506,0.05122506,0.458984375,0.873046875,0.997070313,0.092773438,0.986345529,1.001377111
0.2,7,2,3,1,5,1,0.948038887,0.94877494,-0.05122506,0.567382813,0.827148438,0.998046875,0.021484375,1.003044263,0.998278089
0.2,7,2,3,2,5,1,1.031102771,-0.05122506,-1.05122506,0.999023438,-0.022460938,0.49609375,-0.872070313,0.999275899,1.003302367
0.2,7,2,3,3,5,1,1.021059637,0.05122506,-0.94877494,0.99609375,0.076171875,0.583984375,-0.807617188,0.999001959,0.996635978
0.2,7,2,3,4,5,1,1.000131765,1.05122506,0.05122506,0.501953125,0.865234375,0.998046875,0.044921875,1.000293689,0.999057325
0.2,7,2,3,5,5,1,0.996348041,0.94877494,-0.05122506,0.571289063,0.81640625,1,-0.036132813,0.996438838,1.000652577
0.2,7,2,3,6,5,1,1.021888135,-0.05122506,-1.05122506,0.998046875,-0.0234375,0.493164063,-0.850585938,0.998322033,0.983212708
0.2,7,2,3,7,5,1,1.039396343,0.05122506,-0.94877494,0.99609375,0.068359375,0.551757813,-0.806640625,0.998436659,0.977295135
0.2,7,2,3,8,5,1,0.986790024,1.05122506,0.05122506,0.497070313,0.87109375,0.998046875,0.065429688,1.002937295,1.000189286
0.2,7,2,3,9,5,1,0.976929539,0.94877494,-0.05122506,0.56640625,0.809570313,0.999023438,-0.016601563,0.988038527,0.999161369
0.2,7,2,3,10,5,1,0.967328706,-0.05122506,-1.05122506,0.999023438,-0.059570313,0.521484375,-0.862304688,1.000797907,1.007727804
0.2,7,2,3,11,5,1,0.990804454,0.05122506,-0.94877494,0.999023438,0.04296875,0.583007813,-0.811523438,0.99994707,0.999233906
0.2,7,2,3,12,5,1,1.021154863,1.05122506,0.05122506,0.515625,0.864257813,1,0.01171875,1.00638497,1.000068662
0.2,7,2,3,13,5,1,1.035916775,0.94877494,-0.05122506,0.583984375,0.813476563,0.999023438,-0.087890625,1.001389968,1.002882142
0.2,7,2,3,14,5,1,0.960111462,-0.05122506,-1.05122506,0.999023438,-0.0703125,0.530273438,-0.883789063,1.001494721,1.030666302
0.2,7,2,3,15,5,1,1.000582438,0.05122506,-0.94877494,0.998046875,0.05078125,0.577148438,-0.806640625,0.999337931,0.991851509
0.2,7,2,3,16,5,1,0.961779624,1.05122506,0.05122506,0.5234375,0.875976563,0.997070313,0.0703125,1.02045174,0.999546425
0.2,7,2,3,17,5,1,0.999197463,0.94877494,-0.05122506,0.559570313,0.802734375,0.998046875,-0.037109375,0.978520011,0.998736537
0.2,7,2,3,18,5,1,1.01855577,-0.05122506,-1.05122506,0.999023438,-0.032226563,0.497070313,-0.868164063,0.999543086,1.00039379
0.2,7,2,3,19,5,1,0.994768106,0.05122506,-0.94877494,1,0.049804688,0.587890625,-0.813476563,1.001239485,1.003673007
0.2,7,2,3,20,5,1,0.963838611,1.05122506,0.05122506,0.49609375,0.879882813,0.999023438,0.09375,1.010100377,1.003412623
0.2,7,2,3,21,5,1,1.012084222,0.94877494,-0.05122506,0.560546875,0.823242188,0.999023438,-0.0390625,0.995962097,0.999786831
0.2,7,2,3,22,5,1,1.023477375,-0.05122506,-1.05122506,1,-0.041015625,0.4765625,-0.859375,1.000840787,0.982668412
0.2,7,2,3,23,5,1,1.052540111,0.05122506,-0.94877494,0.99609375,0.091796875,0.560546875,-0.801757813,1.000314663,0.978278278
0.2,7,2,3,24,5,1,1.035415444,1.05122506,0.05122506,0.462890625,0.875,1,0.048828125,0.989895313,1.001191383
0.2,7,2,3,25,5,1,0.966959288,0.94877494,-0.05122506,0.560546875,0.795898438,1,-0.009765625,0.973481958,1.000047683
0.2,7,2,3,26,5,1,1.012671383,-0.05122506,-1.05122506,0.999023438,-0.03515625,0.493164063,-0.85546875,0.999641831,0.987439909
0.2,7,2,3,27,5,1,1.009723985,0.05122506,-0.94877494,1,0.083007813,0.602539063,-0.802734375,1.003439234,1.003711014
0.2,7,2,3,28,5,1,1.017343597,1.05122506,0.05122506,0.48828125,0.875976563,0.999023438,0.044921875,1.002872633,1.000032901
0.2,7,2,3,29,5,1,0.981500507,0.94877494,-0.05122506,0.5703125,0.797851563,0.998046875,-0.03125,0.980725988,0.998535992
0.2,7,2,3,30,5,1,1.010372805,-0.05122506,-1.05122506,1,-0.03515625,0.504882813,-0.87109375,1.00061779,1.006832149
0.2,7,2,3,31,5,1,1.022445147,0.05122506,-0.94877494,0.999023438,0.067382813,0.576171875,-0.814453125,1.0012933,0.997651203
0.2,7,0,1,0,6,1.175663354,1.187668158,1.587831677,0.412168323,-0.010742188,0.999023438,0.9140625,0.379882813,0.99908119,0.989859185
0.2,7,0,1,1,6,1.029236884,1.043286169,1.514618442,0.485381558,0.045898438,1,0.881835938,0.4609375,1.001052779,0.995036683
0.2,7,0,1,2,6,0.970763116,0.974897849,0.485381558,-0.485381558,0.892578125,0.46875,0.890625,-0.4765625,1.008177698,1.010111235
0.2,7,0,1,3,6,0.824336646,0.847321164,0.412168323,-0.412168323,0.913085938,0.3984375,0.912109375,-0.424804688,0.996232087,1.006182158
0.2,7,0,1,4,6,1.175663354,1.19380408,1.587831677,0.412168323,-0.026367188,1,0.919921875,0.392578125,1.000347554,1.000186903
0.2,7,0,1,5,6,1.029236884,1.02355901,1.514618442,0.485381558,0.041015625,0.995117188,0.865234375,0.479492188,0.995962097,0.989213466
0.2,7,0,1,6,6,0.970763116,0.934444823,0.485381558,-0.485381558,0.89453125,0.444335938,0.875,-0.448242188,0.998809583,0.983130743
0.2,7,0,1,7,6,0.824336646,0.841167371,0.412168323,-0.412168323,0.896484375,0.41015625,0.931640625,-0.407226563,0.985856168,1.016753523
0.2,7,0,1,8,6,1.175663354,1.196730504,1.587831677,0.412168323,-0.024414063,1,0.920898438,0.387695313,1.000297979,0.999180458
0.2,7,0,1,9,6,1.029236884,1.077745854,1.514618442,0.485381558,0.01953125,0.997070313,0.87109375,0.446289063,0.997261589,0.978763633
0.2,7,0,1,10,6,0.970763116,0.948634453,0.485381558,-0.485381558,0.866210938,0.426757813,0.891601563,-0.4765625,0.965631202,1.010972385
0.2,7,0,1,11,6,0.824336646,0.823249931,0.412168323,-0.412168323,0.904296875,0.409179688,0.918945313,-0.38671875,0.992562771,0.997001444
0.2,7,0,1,12,6,1.175663354,1.235278666,1.587831677,0.412168323,-0.041992188,0.997070313,0.930664063,0.369140625,0.997954183,1.00119948
0.2,7,0,1,13,6,1.029236884,1.028438377,1.514618442,0.485381558,0.055664063,0.999023438,0.887695313,0.469726563,1.000572994,1.004313702
0.2,7,0,1,14,6,0.970763116,1.016585381,0.485381558,-0.485381558,0.87109375,0.498046875,0.892578125,-0.484375,1.003421652,1.01553673
0.2,7,0,1,15,6,0.824336646,0.7898181,0.412168323,-0.412168323,0.91015625,0.381835938,0.915039063,-0.37890625,0.987007134,0.990387011
0.2,7,0,1,16,6,1.175663354,1.190353323,0.587831677,-0.587831677,0.8203125,0.551757813,0.852539063,-0.581054688,0.988609772,1.031720603
0.2,7,0,1,17,6,1.029236884,1.007785294,0.514618442,-0.514618442,0.85546875,0.485351563,0.891601563,-0.477539063,0.983561346,1.011433093
0.2,7,0,1,18,6,0.970763116,1.001096974,-0.514618442,-1.485381558,0.875976563,-0.4765625,0.071289063,-0.99609375,0.997219512,0.998641522
0.2,7,0,1,19,6,0.824336646,0.82018754,-0.587831677,-1.412168323,0.852539063,-0.541992188,0.182617188,-0.979492188,1.010236796,0.996370404
0.2,7,0,1,20,6,1.175663354,1.199363688,0.587831677,-0.587831677,0.845703125,0.602539063,0.825195313,-0.541015625,1.038396407,0.98673462
0.2,7,0,1,21,6,1.029236884,1.022010024,0.514618442,-0.514618442,0.885742188,0.518554688,0.884765625,-0.474609375,1.026371369,1.004024039
0.2,7,0,1,22,6,0.970763116,0.956841294,-0.514618442,-1.485381558,0.881835938,-0.522460938,0.079101563,-0.998046875,1.02498783,1.001176619
0.2,7,0,1,23,6,0.824336646,0.7932528,-0.587831677,-1.412168323,0.819335938,-0.577148438,0.163085938,-0.986328125,1.002203421,0.999720057
0.2,7,0,1,24,6,1.175663354,1.12822946,0.587831677,-0.587831677,0.849609375,0.545898438,0.833984375,-0.51953125,1.00987187,0.982569416
0.2,7,0,1,25,6,1.029236884,1.020549617,0.514618442,-0.514618442,0.860351563,0.491210938,0.874023438,-0.479492188,0.990703284,0.99691009
0.2,7,0,1,26,6,0.970763116,0.966659448,-0.514618442,-1.485381558,0.880859375,-0.493164063,0.09375,-0.997070313,1.009516731,1.001468058
0.2,7,0,1,27,6,0.824336646,0.854378247,-0.587831677,-1.412168323,0.848632813,-0.530273438,0.157226563,-0.987304688,1.000683551,0.999745337
0.2,7,0,1,28,6,1.175663354,1.177705718,0.587831677,-0.587831677,0.815429688,0.560546875,0.833984375,-0.541015625,0.989514211,0.994096496
0.2,7,0,1,29,6,1.029236884,1.028144245,0.514618442,-0.514618442,0.875,0.497070313,0.859375,-0.482421875,1.006331901,0.985523341
0.2,7,0,1,30,6,0.970763116,0.973866682,-0.514618442,-1.485381558,0.852539063,-0.500976563,0.065429688,-0.995117188,0.988837888,0.997265893
0.2,7,0,1,31,6,0.824336646,0.879845622,-0.587831677,-1.412168323,0.842773438,-0.514648438,0.141601563,-0.985351563,0.98748675,0.99547411
0.2,7,2,3,0,6,1,0.942711028,1.05122506,0.05122506,0.506835938,0.852539063,0.998046875,0.091796875,0.991819298,1.002259563
0.2,7,2,3,1,6,1,0.945040455,0.94877494,-0.05122506,0.596679688,0.791015625,1,-0.020507813,0.990824086,1.000210263
0.2,7,2,3,2,6,1,1.024456299,-0.05122506,-1.05122506,0.999023438,-0.037109375,0.481445313,-0.862304688,0.999712426,0.987602634
0.2,7,2,3,3,6,1,0.990100519,0.05122506,-0.94877494,0.998046875,0.037109375,0.578125,-0.813476563,0.998736537,0.997984285
0.2,7,2,3,4,6,1,0.955168004,1.05122506,0.05122506,0.5,0.876953125,0.999023438,0.09765625,1.009478471,1.003785122
0.2,7,2,3,5,6,1,1.00150327,0.94877494,-0.05122506,0.600585938,0.829101563,0.999023438,-0.057617188,1.023773837,1.000683551
0.2,7,2,3,6,6,1,1.000607372,-0.05122506,-1.05122506,0.997070313,-0.076171875,0.478515625,-0.888671875,0.999975681,1.009314076
0.2,7,2,3,7,6,1,0.97905873,0.05122506,-0.94877494,0.999023438,0.038085938,0.606445313,-0.83203125,0.999749152,1.029588227
0.2,7,2,3,8,6,1,0.999554993,1.05122506,0.05122506,0.486328125,0.875976563,0.999023438,0.064453125,1.001923142,1.001100412
0.2,7,2,3,9,6,1,1.012330341,0.94877494,-0.05122506,0.576171875,0.827148438,0.99609375,-0.049804688,1.008041947,0.99733809
0.2,7,2,3,10,6,1,0.975763025,-0.05122506,-1.05122506,0.998046875,-0.053710938,0.5078125,-0.844726563,0.999491085,0.985614783
0.2,7,2,3,11,6,1,1.024405294,0.05122506,-0.94877494,0.999023438,0.076171875,0.590820313,-0.823242188,1.001923142,1.013309598
0.2,7,2,3,12,6,1,0.996728853,1.05122506,0.05122506,0.482421875,0.853515625,0.998046875,0.059570313,0.98041817,0.999823078
0.2,7,2,3,13,6,1,1.010172449,0.94877494,-0.05122506,0.545898438,0.841796875,0.997070313,-0.014648438,1.00330807,0.99717791
0.2,7,2,3,14,6,1,1.008861685,-0.05122506,-1.05122506,0.999023438,-0.028320313,0.51171875,-0.866210938,0.999424769,1.006070309
0.2,7,2,3,15,6,1,1.019303606,0.05122506,-0.94877494,0.999023438,0.068359375,0.603515625,-0.845703125,1.001359492,1.038963371
0.2,7,2,3,16,6,1,1.003679414,1.05122506,0.05122506,0.528320313,0.887695313,1,0.030273438,1.03301758,1.000458136
0.2,7,2,3,17,6,1,0.951775838,0.94877494,-0.05122506,0.606445313,0.803710938,0.998046875,-0.02734375,1.0068402,0.998421377
0.2,7,2,3,18,6,1,1.062463251,-0.05122506,-1.05122506,0.999023438,-0.015625,0.4765625,-0.887695313,0.99914562,1.007529049
0.2,7,2,3,19,6,1,1.017838734,0.05122506,-0.94877494,0.999023438,0.057617188,0.578125,-0.826171875,1.000683551,1.008359302
0.2,7,2,3,20,6,1,0.983938173,1.05122506,0.05122506,0.501953125,0.883789063,0.998046875,0.0703125,1.016385777,1.000520571
0.2,7,2,3,21,6,1,1.007102952,0.94877494,-0.05122506,0.584960938,0.803710938,0.998046875,-0.065429688,0.994047569,1.000189286
0.2,7,2,3,22,6,1,1.031760328,-0.05122506,-1.05122506,0.998046875,-0.056640625,0.455078125,-0.869140625,0.999652802,0.981071621
0.2,7,2,3,23,6,1,1.000442132,0.05122506,-0.94877494,0.998046875,0.053710938,0.583007813,-0.809570313,0.999491085,0.997648335
0.2,7,2,3,24,6,1,0.992118503,1.05122506,0.05122506,0.506835938,0.8671875,1,0.049804688,1.004438563,1.001239485
0.2,7,2,3,25,6,1,0.954077629,0.94877494,-0.05122506,0.602539063,0.822265625,0.997070313,-0.015625,1.019398882,0.997192734
0.2,7,2,3,26,6,1,0.978023668,-0.05122506,-1.05122506,0.998046875,-0.037109375,0.529296875,-0.852539063,0.998736537,1.003482952
0.2,7,2,3,27,6,1,1.018499773,0.05122506,-0.94877494,0.997070313,0.0625,0.575195313,-0.814453125,0.999027256,0.997087529
0.2,7,2,3,28,6,1,1.042753772,1.05122506,0.05122506,0.481445313,0.877929688,0.997070313,0.026367188,1.001274251,0.997418887
0.2,7,2,3,29,6,1,1.041675276,0.94877494,-0.05122506,0.561523438,0.811523438,0.998046875,-0.076171875,0.986853009,1.000949409
0.2,7,2,3,30,6,1,1.012895137,-0.05122506,-1.05122506,0.998046875,-0.0390625,0.495117188,-0.8671875,0.998811015,0.998576582
0.2,7,2,3,31,6,1,0.965988237,0.05122506,-0.94877494,0.998046875,0.01953125,0.579101563,-0.803710938,0.998237965,0.990610867
0.2,7,0,1,0,7,1.175663354,1.223944994,1.587831677,0.412168323,-0.091796875,1,0.908203125,0.42578125,1.004204494,1.003056623
0.2,7,0,1,1,7,1.029236884,1.060235561,1.514618442,0.485381558,0.012695313,0.998046875,0.864257813,0.469726563,0.998127615,0.983658787
0.2,7,0,1,2,7,0.970763116,0.965623788,0.485381558,-0.485381558,0.893554688,0.473632813,0.877929688,-0.455078125,1.01131994,0.988866339
0.2,7,0,1,3,7,0.824336646,0.77288653,0.412168323,-0.412168323,0.916992188,0.362304688,0.9140625,-0.3828125,0.985971277,0.990987217
0.2,7,0,1,4,7,1.175663354,1.191110787,1.587831677,0.412168323,-0.014648438,1,0.908203125,0.377929688,1.000107283,0.983699022
0.2,7,0,1,5,7,1.029236884,1.021341812,1.514618442,0.485381558,0.057617188,1,0.885742188,0.474609375,1.001658495,1.004884711
0.2,7,0,1,6,7,0.970763116,0.942742651,0.485381558,-0.485381558,0.888671875,0.44921875,0.877929688,-0.451171875,0.995758599,0.987074768
0.2,7,0,1,7,7,0.824336646,0.81053751,0.412168323,-0.412168323,0.91015625,0.38671875,0.913085938,-0.395507813,0.988906361,0.995063997
0.2,7,0,1,8,7,1.175663354,1.204985838,1.587831677,0.412168323,-0.03125,1,0.919921875,0.385742188,1.000488162,0.997523579
0.2,7,0,1,9,7,1.029236884,1.044548281,1.514618442,0.485381558,0.045898438,0.997070313,0.88671875,0.461914063,0.998126182,0.999817355
0.2,7,0,1,10,7,0.970763116,0.989196773,0.485381558,-0.485381558,0.872070313,0.458007813,0.883789063,-0.489257813,0.985026795,1.010176378
0.2,7,0,1,11,7,0.824336646,0.772261584,0.412168323,-0.412168323,0.913085938,0.354492188,0.918945313,-0.390625,0.979484885,0.998523098
0.2,7,0,1,12,7,1.175663354,1.220041311,1.587831677,0.412168323,-0.047851563,1,0.916015625,0.385742188,1.001144231,0.993922361
0.2,7,0,1,13,7,1.029236884,1.035987035,1.514618442,0.485381558,0.084960938,0.995117188,0.8984375,0.43359375,0.998737492,0.997593846
0.2,7,0,1,14,7,0.970763116,0.998637555,0.485381558,-0.485381558,0.87109375,0.470703125,0.879882813,-0.484375,0.99013421,1.004396786
0.2,7,0,1,15,7,0.824336646,0.817076466,0.412168323,-0.412168323,0.918945313,0.404296875,0.928710938,-0.395507813,1.003950422,1.009420841
0.2,7,0,1,16,7,1.175663354,1.14424509,0.587831677,-0.587831677,0.826171875,0.537109375,0.8359375,-0.533203125,0.98541689,0.99151252
0.2,7,0,1,17,7,1.029236884,1.048113265,0.514618442,-0.514618442,0.880859375,0.521484375,0.853515625,-0.481445313,1.023649936,0.979938014
0.2,7,0,1,18,7,0.970763116,0.93654394,-0.514618442,-1.485381558,0.884765625,-0.520507813,0.102539063,-0.997070313,1.026517703,1.002329022
0.2,7,0,1,19,7,0.824336646,0.849605674,-0.587831677,-1.412168323,0.830078125,-0.55859375,0.127929688,-0.987304688,1.000528196,0.995558412
0.2,7,0,1,20,7,1.175663354,1.154441359,0.587831677,-0.587831677,0.833007813,0.5390625,0.830078125,-0.543945313,0.992214893,0.992424403
0.2,7,0,1,21,7,1.029236884,1.037427887,0.514618442,-0.514618442,0.86328125,0.481445313,0.875976563,-0.51171875,0.988455414,1.014490521
0.2,7,0,1,22,7,0.970763116,0.936368013,-0.514618442,-1.485381558,0.854492188,-0.510742188,0.095703125,-0.997070313,0.995497102,1.001652782
0.2,7,0,1,23,7,0.824336646,0.836232124,-0.587831677,-1.412168323,0.834960938,-0.532226563,0.166015625,-0.984375,0.990164068,0.998276178
0.2,7,0,1,24,7,1.175663354,1.194986868,0.587831677,-0.587831677,0.834960938,0.567382813,0.83984375,-0.572265625,1.009496421,1.016280212
0.2,7,0,1,25,7,1.029236884,1.040232916,0.514618442,-0.514618442,0.869140625,0.482421875,0.856445313,-0.505859375,0.994050447,0.994682
0.2,7,0,1,26,7,0.970763116,0.98806645,-0.514618442,-1.485381558,0.875976563,-0.475585938,0.084960938,-0.993164063,0.99675319,0.996791461
0.2,7,0,1,27,7,0.824336646,0.809481074,-0.587831677,-1.412168323,0.836914063,-0.576171875,0.157226563,-0.984375,1.016070459,0.996852212
0.2,7,0,1,28,7,1.175663354,1.176586301,0.587831677,-0.587831677,0.856445313,0.579101563,0.833984375,-0.548828125,1.033855499,0.998369795
0.2,7,0,1,29,7,1.029236884,1.050631837,0.514618442,-0.514618442,0.875,0.491210938,0.865234375,-0.517578125,1.003450639,1.008224994
0.2,7,0,1,30,7,0.970763116,0.973665454,-0.514618442,-1.485381558,0.873046875,-0.486328125,0.088867188,-0.997070313,0.999362743,1.00102277
0.2,7,0,1,31,7,0.824336646,0.810822339,-0.587831677,-1.412168323,0.805664063,-0.564453125,0.147460938,-0.983398438,0.983718411,0.994392888
0.2,7,2,3,0,7,1,0.983217284,1.05122506,0.05122506,0.483398438,0.87109375,0.999023438,0.081054688,0.996232087,1.002306186
0.2,7,2,3,1,7,1,1.004623378,0.94877494,-0.05122506,0.5859375,0.817382813,0.997070313,-0.055664063,1.005702449,0.9986229
0.2,7,2,3,2,7,1,0.946172197,-0.05122506,-1.05122506,1,-0.090820313,0.508789063,-0.860351563,1.004115695,0.999535453
0.2,7,2,3,3,7,1,0.947535063,0.05122506,-0.94877494,0.999023438,-0.00390625,0.586914063,-0.823242188,0.999031074,1.011037
0.2,7,2,3,4,7,1,1.016825176,1.05122506,0.05122506,0.48828125,0.875,0.998046875,0.044921875,1.00201975,0.999057325
0.2,7,2,3,5,7,1,1.031221521,0.94877494,-0.05122506,0.555664063,0.815429688,0.999023438,-0.05859375,0.986756366,1.000740254
0.2,7,2,3,6,7,1,0.994690565,-0.05122506,-1.05122506,0.999023438,-0.064453125,0.4765625,-0.848632813,1.001100412,0.973287967
0.2,7,2,3,7,7,1,0.998743723,0.05122506,-0.94877494,0.998046875,0.051757813,0.586914063,-0.815429688,0.999388031,1.004685867
0.2,7,2,3,8,7,1,0.971848264,1.05122506,0.05122506,0.525390625,0.877929688,0.997070313,0.059570313,1.023130414,0.998848252
0.2,7,2,3,9,7,1,0.982585189,0.94877494,-0.05122506,0.60546875,0.81640625,0.997070313,-0.049804688,1.016420962,0.998313435
0.2,7,2,3,10,7,1,1.029580473,-0.05122506,-1.05122506,0.999023438,-0.028320313,0.483398438,-0.858398438,0.999424769,0.985150713
0.2,7,2,3,11,7,1,1.014809295,0.05122506,-0.94877494,0.997070313,0.05078125,0.556640625,-0.801757813,0.998362631,0.976045273
0.2,7,2,3,12,7,1,0.967175589,1.05122506,0.05122506,0.509765625,0.876953125,0.999023438,0.077148438,1.014350914,1.001997859
0.2,7,2,3,13,7,1,1.020988208,0.94877494,-0.05122506,0.58203125,0.8203125,1,-0.067382813,1.005819553,1.002267651
0.2,7,2,3,14,7,1,0.990784157,-0.05122506,-1.05122506,0.999023438,-0.055664063,0.500976563,-0.866210938,1.000572994,1.000649241
0.2,7,2,3,15,7,1,1.004047659,0.05122506,-0.94877494,0.998046875,0.067382813,0.594726563,-0.80859375,1.000318953,1.003754719
0.2,7,2,3,16,7,1,0.986352488,1.05122506,0.05122506,0.53125,0.860351563,0.999023438,0.03125,1.011153487,0.999512077
0.2,7,2,3,17,7,1,1.014535148,0.94877494,-0.05122506,0.5859375,0.841796875,0.998046875,-0.051757813,1.02564357,0.999388031
0.2,7,2,3,18,7,1,0.982202067,-0.05122506,-1.05122506,1,-0.0625,0.501953125,-0.864257813,1.001951221,0.999449101
0.2,7,2,3,19,7,1,0.971702198,0.05122506,-0.94877494,0.998046875,0.034179688,0.590820313,-0.8046875,0.998631972,0.998293852
0.2,7,2,3,20,7,1,1.021852977,1.05122506,0.05122506,0.475585938,0.852539063,0.998046875,0.040039063,0.976219666,0.998849684
0.2,7,2,3,21,7,1,1.020120834,0.94877494,-0.05122506,0.55859375,0.798828125,0.999023438,-0.059570313,0.974758099,1.000797907
0.2,7,2,3,22,7,1,0.994020313,-0.05122506,-1.05122506,0.999023438,-0.047851563,0.506835938,-0.8671875,1.000168786,1.004438563
0.2,7,2,3,23,7,1,1.005491062,0.05122506,-0.94877494,0.999023438,0.053710938,0.587890625,-0.825195313,1.000466238,1.013194301
0.2,7,2,3,24,7,1,1.030224103,1.05122506,0.05122506,0.471679688,0.860351563,0.999023438,0.0390625,0.981165908,0.999786831
0.2,7,2,3,25,7,1,1.00329548,0.94877494,-0.05122506,0.5703125,0.801757813,0.999023438,-0.05078125,0.983906468,1.000313233
0.2,7,2,3,26,7,1,1.007541017,-0.05122506,-1.05122506,0.998046875,-0.018554688,0.53125,-0.876953125,0.998219335,1.025316218
0.2,7,2,3,27,7,1,0.991690299,0.05122506,-0.94877494,0.999023438,0.051757813,0.592773438,-0.811523438,1.000363284,1.004963003
0.2,7,2,3,28,7,1,1.017624855,1.05122506,0.05122506,0.504882813,0.881835938,1,0.033203125,1.016140382,1.000551072
0.2,7,2,3,29,7,1,0.986565499,0.94877494,-0.05122506,0.581054688,0.818359375,1,-0.033203125,1.003661605,1.000551072
0.2,7,2,3,30,7,1,1.010474346,-0.05122506,-1.05122506,0.997070313,-0.020507813,0.51953125,-0.8671875,0.997281193,1.010903991
0.2,7,2,3,31,7,1,1.030573218,0.05122506,-0.94877494,0.998046875,0.076171875,0.579101563,-0.817382813,1.000949409,1.001735136
0.2,7,0,1,0,8,1.175663354,1.181392757,1.587831677,0.412168323,-0.018554688,1,0.921875,0.3984375,1.000172123,1.00429376
0.2,7,0,1,1,8,1.029236884,1.009368848,1.514618442,0.485381558,0.051757813,1,0.885742188,0.495117188,1.00133854,1.014731616
0.2,7,0,1,2,8,0.970763116,0.967951295,0.485381558,-0.485381558,0.865234375,0.461914063,0.890625,-0.4609375,0.980813502,1.002834119
0.2,7,0,1,3,8,0.824336646,0.86949067,0.412168323,-0.412168323,0.90625,0.435546875,0.916992188,-0.411132813,1.005480056,1.004940228
0.2,7,0,1,4,8,1.175663354,1.224014988,1.587831677,0.412168323,-0.05078125,1,0.9140625,0.383789063,1.001288538,0.991364866
0.2,7,0,1,5,8,1.029236884,1.03507531,1.514618442,0.485381558,0.073242188,0.99609375,0.885742188,0.44140625,0.998782848,0.98963564
0.2,7,0,1,6,8,0.970763116,0.949981843,0.485381558,-0.485381558,0.872070313,0.4296875,0.890625,-0.477539063,0.97218207,1.010572336
