run_id,eta3,n,i,j,trial_id,num_contexts,kappa_ctx_R_trial,kappa_ctx_circ_var_trial,kappa_ctx_circ_mean_trial,amp_min_mean_ctx_trial,amp_min_q10_ctx_trial,shots_per_setting
20260111_162739,0.1,4,0,1,9,4,0.997925908,0.002074092,1.005656096,0.996940814,0.990881556,2048
20260111_162739,0.1,4,0,1,10,4,0.998211447,0.001788553,1.026930058,0.987645659,0.980936821,2048
20260111_162739,0.1,4,0,1,11,4,0.998811072,0.001188928,1.007624518,0.991870177,0.982686103,2048
20260111_162739,0.1,4,0,1,12,4,0.997117469,0.002882531,0.987418426,0.992156543,0.981891088,2048
20260111_162739,0.1,4,0,1,13,4,0.995288094,0.004711906,1.022356486,0.992390854,0.980853642,2048
20260111_162739,0.1,4,0,1,14,4,0.998070448,0.001929552,0.983056988,0.991267307,0.979236676,2048
20260111_162739,0.1,4,0,1,15,4,0.997566288,0.002433712,1.001562145,0.993752769,0.983458652,2048
20260111_162739,0.1,4,0,1,16,4,0.998873561,0.001126439,0.996587677,0.995405959,0.988586762,2048
20260111_162739,0.1,4,0,1,17,4,0.998138887,0.001861113,0.987314644,0.998909289,0.99741274,2048
20260111_162739,0.1,4,0,1,18,4,0.997443774,0.002556226,1.001516623,0.992819373,0.979783193,2048
20260111_162739,0.1,4,0,1,19,4,0.998394337,0.001605663,0.990931184,0.994608428,0.985249905,2048
20260111_162739,0.1,4,2,3,0,4,0.999852666,0.000147334,1.00534144,0.993032696,0.985805139,2048
20260111_162739,0.1,4,2,3,1,4,0.999856444,0.000143556,1.007483426,0.996381514,0.990196664,2048
20260111_162739,0.1,4,2,3,2,4,0.999896171,0.000103829,1.006595184,0.991283239,0.984183182,2048
20260111_162739,0.1,4,2,3,3,4,0.999714434,0.000285566,0.991301621,0.992481558,0.983934663,2048
20260111_162739,0.1,4,2,3,4,4,0.999982325,1.77E-05,0.984088327,0.997469536,0.993668385,2048
20260111_162739,0.1,4,2,3,5,4,0.999770841,0.000229159,0.997259739,0.994081484,0.985957867,2048
20260111_162739,0.1,4,2,3,6,4,0.999737125,0.000262875,1.01049797,0.990649811,0.981788701,2048
20260111_162739,0.1,4,2,3,7,4,0.999752662,0.000247338,1.015896856,0.993543856,0.986314838,2048
20260111_162739,0.1,4,2,3,8,4,0.999166823,0.000833177,0.963971019,0.999553007,0.998393464,2048
20260111_162739,0.1,4,2,3,9,4,0.9997359,0.0002641,1.02000438,0.998500293,0.995933098,2048
20260111_162739,0.1,4,2,3,10,4,0.999607566,0.000392434,1.010117883,0.997006617,0.993580464,2048
20260111_162739,0.1,4,2,3,11,4,0.999808953,0.000191047,0.984202919,0.991135286,0.982961769,2048
20260111_162739,0.1,4,2,3,12,4,0.99984146,0.00015854,0.992347515,0.99980525,0.999421131,2048
20260111_162739,0.1,4,2,3,13,4,0.999800205,0.000199795,0.982169707,0.986844732,0.974393484,2048
20260111_162739,0.1,4,2,3,14,4,0.999610946,0.000389054,0.984158471,0.991706625,0.978050984,2048
20260111_162739,0.1,4,2,3,15,4,0.99964352,0.00035648,1.007496677,0.992449721,0.979738819,2048
20260111_162739,0.1,4,2,3,16,4,0.999702482,0.000297518,1.018759102,0.995996856,0.989091965,2048
20260111_162739,0.1,4,2,3,17,4,0.999783606,0.000216394,1.013195884,0.998648245,0.994422392,2048
20260111_162739,0.1,4,2,3,18,4,0.999923112,7.69E-05,0.996276699,0.992014567,0.984001414,2048
20260111_162739,0.1,4,2,3,19,4,0.999795346,0.000204654,0.995099831,0.994773782,0.987253752,2048
20260111_162729,0.1,5,0,1,0,8,0.998167617,0.001832383,1.006685043,0.992313728,0.980799974,2048
20260111_162729,0.1,5,0,1,1,8,0.997781811,0.002218189,1.005508874,0.997152677,0.99266868,2048
20260111_162729,0.1,5,0,1,2,8,0.998244651,0.001755349,0.995292814,0.994813922,0.987286975,2048
20260111_162729,0.1,5,0,1,3,8,0.997884011,0.002115989,0.989915943,0.995234749,0.984479103,2048
20260111_162729,0.1,5,0,1,4,8,0.997664187,0.002335813,1.0064485,0.994252626,0.984110739,2048
20260111_162729,0.1,5,0,1,5,8,0.998329345,0.001670655,1.014483282,0.995369494,0.987337799,2048
20260111_162729,0.1,5,0,1,6,8,0.997394366,0.002605634,1.011741069,0.992832525,0.981687968,2048
20260111_162729,0.1,5,0,1,7,8,0.9985534,0.0014466,1.015163564,0.991999786,0.983451708,2048
20260111_162729,0.1,5,0,1,8,8,0.998263073,0.001736927,0.985558803,0.996920156,0.991593716,2048
20260111_162729,0.1,5,0,1,9,8,0.997576623,0.002423377,1.003713776,0.996986204,0.988169239,2048
20260111_162729,0.1,5,0,1,10,8,0.997908494,0.002091506,1.011847206,0.993138319,0.981611496,2048
20260111_162729,0.1,5,0,1,11,8,0.997979304,0.002020696,1.00080652,0.991168121,0.98239773,2048
20260111_162729,0.1,5,0,1,12,8,0.998075684,0.001924316,0.992278141,0.995643199,0.985123375,2048
20260111_162729,0.1,5,0,1,13,8,0.99686443,0.00313557,1.009569145,0.989459896,0.97755862,2048
20260111_162729,0.1,5,0,1,14,8,0.998196236,0.001803764,0.982824202,0.992183872,0.9721055,2048
20260111_162729,0.1,5,0,1,15,8,0.997535113,0.002464887,0.999656572,0.993112073,0.975871299,2048
20260111_162729,0.1,5,0,1,16,8,0.998159457,0.001840543,1.004321646,0.995215143,0.985050104,2048
20260111_162729,0.1,5,0,1,17,8,0.997470987,0.002529013,0.982174828,0.998592725,0.99532585,2048
20260111_162729,0.1,5,0,1,18,8,0.996938547,0.003061453,0.999576841,0.99314789,0.980483825,2048
20260111_162729,0.1,5,0,1,19,8,0.998368252,0.001631748,1.005296093,0.994289073,0.980131214,2048
20260111_162729,0.1,5,2,3,0,8,0.999750203,0.000249797,1.009277417,0.992587796,0.975727928,2048
20260111_162729,0.1,5,2,3,1,8,0.99985231,0.00014769,1.012438084,0.989171631,0.972529432,2048
20260111_162729,0.1,5,2,3,2,8,0.999579624,0.000420376,0.999273646,0.992167728,0.978664334,2048
20260111_162729,0.1,5,2,3,3,8,0.999470676,0.000529324,1.012593167,0.992979138,0.986684314,2048
20260111_162729,0.1,5,2,3,4,8,0.999919983,8.00E-05,1.021411664,0.991457503,0.980231152,2048
20260111_162729,0.1,5,2,3,5,8,0.999383228,0.000616772,1.008583206,0.993145789,0.980150377,2048
20260111_162729,0.1,5,2,3,6,8,0.999710632,0.000289368,1.007118167,0.991391394,0.97883552,2048
20260111_162729,0.1,5,2,3,7,8,0.999630775,0.000369225,0.991266754,0.999122467,0.998191758,2048
20260111_162729,0.1,5,2,3,8,8,0.999531424,0.000468576,0.971782768,0.994357829,0.979504109,2048
20260111_162729,0.1,5,2,3,9,8,0.999751434,0.000248566,0.981756188,0.991131848,0.980759894,2048
20260111_162729,0.1,5,2,3,10,8,0.999604299,0.000395701,1.002314307,0.997152619,0.989196675,2048
20260111_162729,0.1,5,2,3,11,8,0.999890793,0.000109207,0.999175828,0.987883437,0.976929769,2048
20260111_162729,0.1,5,2,3,12,8,0.999831002,0.000168998,0.997315345,0.993884575,0.984387576,2048
20260111_162729,0.1,5,2,3,13,8,0.999565668,0.000434332,0.994152281,0.991924427,0.97669487,2048
20260111_162729,0.1,5,2,3,14,8,0.999647082,0.000352918,0.999607642,0.993871651,0.987580703,2048
20260111_162729,0.1,5,2,3,15,8,0.999284882,0.000715118,0.998289171,0.992291491,0.984317948,2048
20260111_162729,0.1,5,2,3,16,8,0.999656447,0.000343553,1.001549984,0.995022122,0.98748822,2048
20260111_162729,0.1,5,2,3,17,8,0.99974497,0.00025503,1.011921947,0.994230379,0.982125023,2048
20260111_162729,0.1,5,2,3,18,8,0.999587509,0.000412491,1.005026503,0.992691671,0.980465111,2048
20260111_162729,0.1,5,2,3,19,8,0.999789081,0.000210919,0.997277844,0.998159382,0.995326178,2048
20260111_162717,0.1,6,0,1,0,16,0.997468168,0.002531832,1.003251529,0.992845708,0.978148391,2048
20260111_162717,0.1,6,0,1,1,16,0.997925335,0.002074665,0.999573756,0.993187241,0.982233501,2048
20260111_162717,0.1,6,0,1,2,16,0.997701324,0.002298676,0.993580821,0.993968001,0.98182052,2048
20260111_162717,0.1,6,0,1,3,16,0.997569908,0.002430092,0.997979316,0.994394549,0.985792546,2048
20260111_162717,0.1,6,0,1,4,16,0.997755386,0.002244614,1.005629402,0.993894858,0.983251585,2048
20260111_162717,0.1,6,0,1,5,16,0.99712933,0.00287067,1.00666513,0.99420071,0.980863041,2048
20260111_162717,0.1,6,0,1,6,16,0.997684763,0.002315237,1.004907715,0.992864735,0.981308076,2048
20260111_162717,0.1,6,0,1,7,16,0.998578732,0.001421268,1.003757209,0.995713612,0.987163751,2048
20260111_162717,0.1,6,0,1,8,16,0.997561779,0.002438221,0.990073541,0.995813026,0.98390425,2048
20260111_162717,0.1,6,0,1,9,16,0.997693614,0.002306386,1.002331704,0.99489047,0.985017582,2048
20260111_162717,0.1,6,0,1,10,16,0.997680075,0.002319925,0.996432595,0.994459144,0.981274158,2048
20260111_162717,0.1,6,0,1,11,16,0.997985871,0.002014129,1.006088361,0.989733007,0.979258989,2048
20260111_162717,0.1,6,0,1,12,16,0.998159292,0.001840708,0.997998542,0.995189341,0.984043082,2048
20260111_162717,0.1,6,0,1,13,16,0.996663023,0.003336977,0.999889909,0.99049447,0.977292428,2048
20260111_162717,0.1,6,0,1,14,16,0.997494865,0.002505135,0.986536955,0.993321872,0.979376537,2048
20260111_162717,0.1,6,0,1,15,16,0.997681057,0.002318943,0.996670884,0.99263762,0.979078273,2048
20260111_162717,0.1,6,0,1,16,16,0.99812421,0.00187579,1.003085923,0.995139532,0.986046674,2048
20260111_162717,0.1,6,0,1,17,16,0.997103784,0.002896216,0.987781937,0.996766196,0.989718343,2048
20260111_162717,0.1,6,0,1,18,16,0.997620709,0.002379291,0.993850856,0.993946474,0.982200605,2048
20260111_162717,0.1,6,0,1,19,16,0.998105502,0.001894498,1.002168542,0.995875117,0.986048287,2048
20260111_162717,0.1,6,2,3,0,16,0.999766278,0.000233722,0.989049752,0.995619113,0.989693343,2048
20260111_162717,0.1,6,2,3,1,16,0.999546222,0.000453778,0.990770491,0.996617064,0.987406593,2048
20260111_162717,0.1,6,2,3,2,16,0.999614117,0.000385883,0.987775238,0.996868639,0.989848656,2048
20260111_162717,0.1,6,2,3,3,16,0.999590997,0.000409003,0.993988462,0.991788483,0.982695888,2048
20260111_162717,0.1,6,2,3,4,16,0.999644688,0.000355312,0.998571751,0.993441876,0.983879243,2048
20260111_162717,0.1,6,2,3,5,16,0.999775352,0.000224648,0.993648731,0.998503949,0.994997381,2048
20260111_162717,0.1,6,2,3,6,16,0.999678526,0.000321474,0.99736788,0.993595465,0.985642117,2048
20260111_162717,0.1,6,2,3,7,16,0.999836697,0.000163303,0.999543736,0.993203922,0.98241416,2048
20260111_162717,0.1,6,2,3,8,16,0.999684387,0.000315613,0.982366151,0.994454738,0.977213521,2048
20260111_162717,0.1,6,2,3,9,16,0.999801717,0.000198283,1.002897298,0.992603039,0.975224452,2048
20260111_162717,0.1,6,2,3,10,16,0.999425681,0.000574319,0.995933668,0.997036295,0.990755945,2048
20260111_162717,0.1,6,2,3,11,16,0.999841257,0.000158743,0.986772033,0.994661966,0.978018211,2048
20260111_162717,0.1,6,2,3,12,16,0.99983109,0.00016891,1.010756327,0.997327153,0.991508899,2048
20260111_162717,0.1,6,2,3,13,16,0.999689963,0.000310037,1.003136096,0.995111015,0.981191338,2048
20260111_162717,0.1,6,2,3,14,16,0.999719932,0.000280068,0.997719723,0.998796131,0.996827995,2048
20260111_162717,0.1,6,2,3,15,16,0.999693993,0.000306007,1.004455196,0.993518123,0.982279849,2048
20260111_162717,0.1,6,2,3,16,16,0.99982444,0.00017556,0.994748603,0.994644409,0.982024394,2048
20260111_162717,0.1,6,2,3,17,16,0.999688802,0.000311198,0.998936748,0.992776751,0.982041998,2048
20260111_162717,0.1,6,2,3,18,16,0.999799507,0.000200493,1.009747958,0.993249289,0.983701012,2048
20260111_162717,0.1,6,2,3,19,16,0.999810954,0.000189046,0.994343043,0.994197517,0.977786983,2048
20260111_162707,0.1,7,0,1,0,32,0.997883215,0.002116785,0.998528659,0.993042167,0.98220343,2048
20260111_162707,0.1,7,0,1,1,32,0.997823234,0.002176766,0.995024916,0.990462753,0.97528575,2048
20260111_162707,0.1,7,0,1,2,32,0.99764242,0.00235758,0.998560267,0.994884621,0.985694689,2048
20260111_162707,0.1,7,0,1,3,32,0.997735865,0.002264135,0.999862846,0.991872399,0.979322355,2048
20260111_162707,0.1,7,0,1,4,32,0.998053593,0.001946407,1.003319033,0.992601966,0.981907583,2048
20260111_162707,0.1,7,0,1,5,32,0.998108368,0.001891632,0.99832925,0.996716086,0.990284086,2048
20260111_162707,0.1,7,0,1,6,32,0.997522585,0.002477415,1.007097541,0.993093381,0.983194618,2048
20260111_162707,0.1,7,0,1,7,32,0.997604,0.002396,0.995469996,0.992907915,0.983508571,2048
20260111_162707,0.1,7,0,1,8,32,0.997550607,0.002449393,0.988616108,0.99176419,0.974824115,2048
20260111_162707,0.1,7,0,1,9,32,0.998372636,0.001627364,1.002129265,0.995873968,0.984792494,2048
20260111_162707,0.1,7,0,1,10,32,0.998116859,0.001883141,0.997360459,0.99447546,0.984020446,2048
20260111_162707,0.1,7,0,1,11,32,0.997366623,0.002633377,1.000473244,0.994615858,0.982831874,2048
20260111_162707,0.1,7,0,1,12,32,0.997744151,0.002255849,1.001047124,0.996442488,0.983642484,2048
20260111_162707,0.1,7,0,1,13,32,0.997666754,0.002333246,1.01463416,0.995617402,0.98904457,2048
20260111_162707,0.1,7,0,1,14,32,0.997422059,0.002577941,0.989574219,0.992880116,0.977794529,2048
20260111_162707,0.1,7,0,1,15,32,0.997552006,0.002447994,1.007706189,0.995445279,0.986405942,2048
20260111_162707,0.1,7,0,1,16,32,0.997681515,0.002318485,1.004587138,0.996056257,0.984846532,2048
20260111_162707,0.1,7,0,1,17,32,0.998039198,0.001960802,0.999657083,0.993570821,0.980880816,2048
20260111_162707,0.1,7,0,1,18,32,0.997393231,0.002606769,1.001142103,0.992786426,0.98138761,2048
20260111_162707,0.1,7,0,1,19,32,0.997691843,0.002308157,0.996723982,0.992341762,0.981722954,2048
20260111_162707,0.1,7,2,3,0,32,0.999564063,0.000435937,0.997363921,0.994870097,0.983823008,2048
20260111_162707,0.1,7,2,3,1,32,0.999515107,0.000484893,0.996916992,0.995982241,0.987936594,2048
20260111_162707,0.1,7,2,3,2,32,0.999695072,0.000304928,0.992783399,0.994917283,0.983529734,2048
20260111_162707,0.1,7,2,3,3,32,0.999681521,0.000318479,0.997601093,0.993328404,0.983568121,2048
20260111_162707,0.1,7,2,3,4,32,0.999538187,0.000461813,1.000697672,0.994296784,0.984707193,2048
20260111_162707,0.1,7,2,3,5,32,0.999714072,0.000285928,1.009271727,0.993025929,0.978174301,2048
20260111_162707,0.1,7,2,3,6,32,0.999662881,0.000337119,0.997859341,0.996715587,0.990365341,2048
20260111_162707,0.1,7,2,3,7,32,0.999587627,0.000412373,0.99859678,0.994405665,0.978859067,2048
20260111_162707,0.1,7,2,3,8,32,0.999689114,0.000310886,1.000564307,0.994656589,0.981147455,2048
20260111_162707,0.1,7,2,3,9,32,0.999524204,0.000475796,1.001147704,0.993690073,0.982896571,2048
20260111_162707,0.1,7,2,3,10,32,0.999316534,0.000683466,0.998336578,0.992752966,0.9811417,2048
20260111_162707,0.1,7,2,3,11,32,0.999716107,0.000283893,1.006521635,0.99581806,0.985677087,2048
20260111_162707,0.1,7,2,3,12,32,0.999548881,0.000451119,0.997487714,0.993613225,0.979030492,2048
20260111_162707,0.1,7,2,3,13,32,0.999649335,0.000350665,1.007561704,0.992259404,0.977312527,2048
20260111_162707,0.1,7,2,3,14,32,0.999657665,0.000342335,1.000351046,0.99481539,0.983718938,2048
20260111_162707,0.1,7,2,3,15,32,0.99965658,0.00034342,0.996356781,0.993146588,0.978085427,2048
20260111_162707,0.1,7,2,3,16,32,0.999483721,0.000516279,0.997371618,0.997039958,0.98954537,2048
20260111_162707,0.1,7,2,3,17,32,0.999697452,0.000302548,0.995707204,0.995126989,0.985239475,2048
20260111_162707,0.1,7,2,3,18,32,0.999600812,0.000399188,1.002277681,0.994638901,0.985021515,2048
20260111_162707,0.1,7,2,3,19,32,0.999589831,0.000410169,1.001623867,0.993877839,0.98167043,2048
20260111_164046,0,2,0,1,0,1,1,0,0.941514058,0.981798463,0.981798463,2048
20260111_164046,0,2,0,1,1,1,1,0,1.042716879,0.981460374,0.981460374,2048
20260111_164046,0,2,0,1,2,1,1,1.11E-16,1.031362157,0.994999782,0.994999782,2048
20260111_164046,0,2,0,1,3,1,1,1.11E-16,0.985669456,0.997261589,0.997261589,2048
20260111_164046,0,2,0,1,4,1,1,-2.22E-16,0.987603571,1.005584857,1.005584857,2048
20260111_164046,0,2,0,1,5,1,1,0,1.026336375,0.984299914,0.984299914,2048
20260111_164046,0,2,0,1,6,1,1,0,0.969830744,0.985026795,0.985026795,2048
20260111_164046,0,2,0,1,7,1,1,1.11E-16,1.043837254,1.006477832,1.006477832,2048
20260111_164046,0,2,0,1,8,1,1,1.11E-16,0.975956003,0.982316059,0.982316059,2048
20260111_164046,0,2,0,1,9,1,1,0,1.016023745,0.99609375,0.99609375,2048
20260111_164046,0,2,0,1,10,1,1,0,0.97798804,0.983088546,0.983088546,2048
20260111_164046,0,2,0,1,11,1,1,0,0.984476747,0.981899479,0.981899479,2048
20260111_164046,0,2,0,1,12,1,1,0,0.949501132,0.999334591,0.999334591,2048
20260111_164046,0,2,0,1,13,1,1,1.11E-16,1.025117,0.989622149,0.989622149,2048
20260111_164046,0,2,0,1,14,1,1,0,0.961732006,0.978477127,0.978477127,2048
20260111_164046,0,2,0,1,15,1,1,1.11E-16,1.014880801,0.991965442,0.991965442,2048
20260111_164046,0,2,0,1,16,1,1,0,0.998231047,1.006934441,1.006934441,2048
20260111_164046,0,2,0,1,17,1,1,1.11E-16,0.992862757,0.996829251,0.996829251,2048
20260111_164046,0,2,0,1,18,1,1,1.11E-16,1.032980855,0.987922694,0.987922694,2048
20260111_164046,0,2,0,1,19,1,1,0,0.99418755,1.002370409,1.002370409,2048
20260111_164037,0,3,0,1,0,2,0.999076484,0.000923516,0.984494469,0.990429804,0.983524731,2048
20260111_164037,0,3,0,1,1,2,0.999709293,0.000290707,1.018603769,0.986135251,0.982395349,2048
20260111_164037,0,3,0,1,2,2,0.999958079,4.19E-05,1.022205649,0.988407136,0.98313302,2048
20260111_164037,0,3,0,1,3,2,0.999886991,0.000113009,1.000703486,0.996421496,0.99574942,2048
20260111_164037,0,3,0,1,4,2,0.999844741,0.000155259,1.005225306,1.007648323,1.00599755,2048
20260111_164037,0,3,0,1,5,2,0.999944366,5.56E-05,1.01578795,0.989044927,0.985248917,2048
20260111_164037,0,3,0,1,6,2,0.999897355,0.000102645,0.984158838,0.988401892,0.985701814,2048
20260111_164037,0,3,0,1,7,2,0.999970409,2.96E-05,1.036144311,0.995388873,0.986517706,2048
20260111_164037,0,3,0,1,8,2,0.999204415,0.000795585,1.01584811,0.996892255,0.985231298,2048
20260111_164037,0,3,0,1,9,2,0.999972419,2.76E-05,1.008596673,0.999112186,0.996697437,2048
20260111_164037,0,3,0,1,10,2,0.999287852,0.000712148,1.015730135,0.981271137,0.97981721,2048
20260111_164037,0,3,0,1,11,2,0.999981602,1.84E-05,0.978410761,0.987520968,0.983023777,2048
20260111_164037,0,3,0,1,12,2,0.999348412,0.000651588,0.985602627,0.994037533,0.989799887,2048
20260111_164037,0,3,0,1,13,2,0.999994957,5.04E-06,1.028292921,0.985782667,0.982711081,2048
20260111_164037,0,3,0,1,14,2,0.999956826,4.32E-05,0.971024394,0.977106553,0.976010093,2048
20260111_164037,0,3,0,1,15,2,0.999902178,9.78E-05,1.000893428,0.98435698,0.97827021,2048
20260111_164037,0,3,0,1,16,2,0.999978118,2.19E-05,0.991615624,1.000193027,0.994799895,2048
20260111_164037,0,3,0,1,17,2,0.999996185,3.81E-06,0.990100606,1.000856981,0.997634797,2048
20260111_164037,0,3,0,1,18,2,0.999978758,2.12E-05,1.026462942,0.978280477,0.970566703,2048
20260111_164037,0,3,0,1,19,2,0.99982853,0.00017147,0.975668655,0.99778716,0.994120561,2048
20260111_164017,0,4,0,1,0,4,0.999832745,0.000167255,0.994594635,0.995244307,0.987444866,2048
20260111_164017,0,4,0,1,1,4,0.999926478,7.35E-05,0.996554352,0.99770103,0.994629657,2048
20260111_164017,0,4,0,1,2,4,0.999651722,0.000348278,0.990241801,0.997745448,0.994644909,2048
20260111_164017,0,4,0,1,3,4,0.99955747,0.00044253,0.989008604,0.999430516,0.998495487,2048
20260111_164017,0,4,0,1,4,4,0.998840102,0.001159898,0.998752232,0.993444833,0.985249605,2048
20260111_164017,0,4,0,1,5,4,0.999753001,0.000246999,1.014197218,0.995970585,0.988908517,2048
20260111_164017,0,4,0,1,6,4,0.999769391,0.000230609,1.001354583,0.995290811,0.991024908,2048
20260111_164017,0,4,0,1,7,4,0.999753285,0.000246715,1.019052456,0.989587964,0.983852702,2048
20260111_164017,0,4,0,1,8,4,0.99991861,8.14E-05,0.991658146,0.99505829,0.987488026,2048
20260111_164017,0,4,0,1,9,4,0.999945641,5.44E-05,1.000301368,0.996457116,0.990052173,2048
20260111_164017,0,4,0,1,10,4,0.999398952,0.000601048,1.027438037,0.988862274,0.982911843,2048
20260111_164017,0,4,0,1,11,4,0.999709944,0.000290056,0.996175484,0.991360889,0.98096813,2048
20260111_164017,0,4,0,1,12,4,0.999837453,0.000162547,0.990791531,0.991641024,0.981282413,2048
20260111_164017,0,4,0,1,13,4,0.999858677,0.000141323,1.021949437,0.991625494,0.980543141,2048
20260111_164017,0,4,0,1,14,4,0.999821894,0.000178106,0.990063196,0.991315273,0.979056019,2048
20260111_164017,0,4,0,1,15,4,0.999554588,0.000445412,0.991266618,0.99298526,0.981004257,2048
20260111_164017,0,4,0,1,16,4,0.999931303,6.87E-05,0.999797894,0.995477988,0.988881199,2048
20260111_164017,0,4,0,1,17,4,0.999976599,2.34E-05,0.994159768,0.997874586,0.99423048,2048
20260111_164017,0,4,0,1,18,4,0.99960132,0.00039868,0.99162078,0.991530042,0.977262868,2048
20260111_164017,0,4,0,1,19,4,0.999971176,2.88E-05,0.973677554,0.994060382,0.985322199,2048
20260111_164017,0,4,2,3,0,4,0.999377462,0.000622538,1.014849549,0.990542324,0.980960823,2048
20260111_164017,0,4,2,3,1,4,0.999974907,2.51E-05,0.998906553,0.996147377,0.990288183,2048
20260111_164017,0,4,2,3,2,4,0.999594462,0.000405538,0.995657088,0.992190052,0.985950959,2048
20260111_164017,0,4,2,3,3,4,0.999778501,0.000221499,1.001579388,0.992457354,0.984899308,2048
20260111_164017,0,4,2,3,4,4,0.999997229,2.77E-06,1.009259331,0.996542882,0.992981838,2048
20260111_164017,0,4,2,3,5,4,0.999724623,0.000275377,0.981414931,0.993154212,0.985250682,2048
20260111_164017,0,4,2,3,6,4,0.999325012,0.000674988,1.030580863,0.990517296,0.980316823,2048
20260111_164017,0,4,2,3,7,4,0.999779627,0.000220373,1.012348952,0.996026538,0.990942669,2048
20260111_164017,0,4,2,3,8,4,0.999882429,0.000117571,0.993266485,0.99933461,0.99814294,2048
20260111_164017,0,4,2,3,9,4,0.999863316,0.000136684,1.020442981,0.996423091,0.99087183,2048
20260111_164017,0,4,2,3,10,4,0.999749433,0.000250567,0.998134989,0.998581232,0.996340227,2048
20260111_164017,0,4,2,3,11,4,0.999937915,6.21E-05,1.004756543,0.989381917,0.982215093,2048
20260111_164017,0,4,2,3,12,4,0.999904453,9.55E-05,0.986081916,0.999043106,0.998249125,2048
20260111_164017,0,4,2,3,13,4,0.99979674,0.00020326,0.994526085,0.987963243,0.978227,2048
20260111_164017,0,4,2,3,14,4,0.999409075,0.000590925,0.97866619,0.99296888,0.979974078,2048
20260111_164017,0,4,2,3,15,4,0.999802275,0.000197725,0.975993633,0.992564138,0.980281947,2048
20260111_164017,0,4,2,3,16,4,0.999790341,0.000209659,1.010749242,0.996153931,0.989104461,2048
20260111_164017,0,4,2,3,17,4,0.999778548,0.000221452,0.975376584,0.99808789,0.994487299,2048
20260111_164017,0,4,2,3,18,4,0.999538706,0.000461294,1.003589964,0.991335195,0.983969391,2048
20260111_164017,0,4,2,3,19,4,0.999675482,0.000324518,0.994850245,0.995005525,0.98543694,2048
20260111_164008,0,5,0,1,0,8,0.999553841,0.000446159,1.004719786,0.992893315,0.981148826,2048
20260111_164008,0,5,0,1,1,8,0.999950001,5.00E-05,0.997730481,0.996924203,0.991230508,2048
20260111_164008,0,5,0,1,2,8,0.999619428,0.000380572,0.992949367,0.99496775,0.98891735,2048
20260111_164008,0,5,0,1,3,8,0.999648239,0.000351761,0.995294691,0.995943935,0.985768261,2048
20260111_164008,0,5,0,1,4,8,0.999404874,0.000595126,1.004008823,0.994993857,0.986320159,2048
20260111_164008,0,5,0,1,5,8,0.999604515,0.000395485,0.997806308,0.994562399,0.984076108,2048
20260111_164008,0,5,0,1,6,8,0.99944048,0.00055952,1.015964474,0.992904053,0.98145009,2048
20260111_164008,0,5,0,1,7,8,0.99976084,0.00023916,1.01570066,0.992807251,0.985964343,2048
20260111_164008,0,5,0,1,8,8,0.999900196,9.98E-05,0.992462301,0.99719645,0.993514147,2048
20260111_164008,0,5,0,1,9,8,0.999853773,0.000146227,1.01037176,0.996440103,0.987330201,2048
20260111_164008,0,5,0,1,10,8,0.999466907,0.000533093,1.012783944,0.993721753,0.983267473,2048
20260111_164008,0,5,0,1,11,8,0.999814727,0.000185273,1.000466502,0.990371403,0.979186892,2048
20260111_164008,0,5,0,1,12,8,0.999868181,0.000131819,0.988436645,0.995342065,0.985212541,2048
20260111_164008,0,5,0,1,13,8,0.999733721,0.000266279,1.008238186,0.989794369,0.976644429,2048
20260111_164008,0,5,0,1,14,8,0.999599255,0.000400745,0.98436587,0.992142076,0.972039563,2048
20260111_164008,0,5,0,1,15,8,0.999649283,0.000350717,0.983629179,0.992774699,0.97355095,2048
20260111_164008,0,5,0,1,16,8,0.999845832,0.000154168,1.005273182,0.995815959,0.98501157,2048
20260111_164008,0,5,0,1,17,8,0.999833478,0.000166522,0.984769106,0.997981238,0.992191585,2048
20260111_164008,0,5,0,1,18,8,0.999552113,0.000447887,0.997605184,0.991432618,0.979028617,2048
20260111_164008,0,5,0,1,19,8,0.999767304,0.000232696,0.984262334,0.994532954,0.980782153,2048
20260111_164008,0,5,2,3,0,8,0.999847709,0.000152291,1.003240136,0.993314678,0.975491839,2048
20260111_164008,0,5,2,3,1,8,0.999793855,0.000206145,1.016177005,0.989410545,0.973438319,2048
20260111_164008,0,5,2,3,2,8,0.999559529,0.000440471,0.998185451,0.992537356,0.980527974,2048
20260111_164008,0,5,2,3,3,8,0.999753703,0.000246297,1.001108847,0.993291409,0.985647283,2048
20260111_164008,0,5,2,3,4,8,0.999924025,7.60E-05,1.016801298,0.992617951,0.981113938,2048
20260111_164008,0,5,2,3,5,8,0.999744338,0.000255662,0.99298201,0.991957035,0.977639818,2048
20260111_164008,0,5,2,3,6,8,0.999903129,9.69E-05,1.005738575,0.993670723,0.982017158,2048
20260111_164008,0,5,2,3,7,8,0.999604933,0.000395067,0.99123349,0.999797308,0.998903447,2048
20260111_164008,0,5,2,3,8,8,0.999415897,0.000584103,0.985151974,0.994684781,0.980260857,2048
20260111_164008,0,5,2,3,9,8,0.999566517,0.000433483,0.987171886,0.993147512,0.985419471,2048
20260111_164008,0,5,2,3,10,8,0.999765719,0.000234281,0.986913632,0.995975528,0.985964555,2048
20260111_164008,0,5,2,3,11,8,0.999779956,0.000220044,1.009575061,0.989173448,0.975544616,2048
